requestedUrl,finalUrl,category,name,title,type,score
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","performance-score","Overall Performance Category Score","numeric","0.82"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","first-contentful-paint","First Contentful Paint","numeric","0.99"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","interactive","Time to Interactive","numeric","0.98"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","speed-index","Speed Index","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","total-blocking-time","Total Blocking Time","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","largest-contentful-paint","Largest Contentful Paint","numeric","0.73"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","cumulative-layout-shift","Cumulative Layout Shift","numeric","0.24"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","max-potential-fid","Max Potential First Input Delay","numeric","0.99"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","first-meaningful-paint","First Meaningful Paint","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","render-blocking-resources","Eliminate render-blocking resources","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","uses-responsive-images","Properly size images","numeric","0.88"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","offscreen-images","Defer offscreen images","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","unminified-css","Minify CSS","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","unminified-javascript","Minify JavaScript","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","unused-css-rules","Reduce unused CSS","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","unused-javascript","Reduce unused JavaScript","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","uses-optimized-images","Efficiently encode images","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","modern-image-formats","Serve images in next-gen formats","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","uses-text-compression","Enable text compression","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","uses-rel-preconnect","Preconnect to required origins","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","server-response-time","Initial server response time was short","binary","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","redirects","Avoid multiple page redirects","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","uses-rel-preload","Preload key requests","notApplicable","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","uses-http2","Use HTTP/2","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","efficient-animated-content","Use video formats for animated content","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","duplicated-javascript","Remove duplicate modules in JavaScript bundles","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","legacy-javascript","Avoid serving legacy JavaScript to modern browsers","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","preload-lcp-image","Preload Largest Contentful Paint image","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","total-byte-weight","Avoids enormous network payloads","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","uses-long-cache-ttl","Uses efficient cache policy on static assets","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","dom-size","Avoids an excessive DOM size","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","critical-request-chains","Avoid chaining critical requests","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","user-timings","User Timing marks and measures","notApplicable","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","bootup-time","JavaScript execution time","numeric","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","mainthread-work-breakdown","Minimizes main-thread work","numeric","0.99"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","font-display","All text remains visible during webfont loads","binary","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","resource-summary","Keep request counts low and transfer sizes small","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","third-party-summary","Minimize third-party usage","binary","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","third-party-facades","Lazy load third-party resources with facades","notApplicable","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","largest-contentful-paint-element","Largest Contentful Paint element","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","lcp-lazy-loaded","Largest Contentful Paint image was not lazily loaded","binary","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","layout-shift-elements","Avoid large layout shifts","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","uses-passive-event-listeners","Uses passive listeners to improve scrolling performance","binary","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","no-document-write","Avoids `document.write()`","binary","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","long-tasks","Avoid long main-thread tasks","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","non-composited-animations","Avoid non-composited animations","notApplicable","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","unsized-images","Image elements have explicit `width` and `height`","binary","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","no-unload-listeners","Avoids `unload` event listeners","binary","1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","performance-budget","Performance budget","notApplicable","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","timing-budget","Timing budget","notApplicable","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","network-requests","Network Requests","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","network-rtt","Network Round Trip Times","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","network-server-latency","Server Backend Latencies","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","main-thread-tasks","Tasks","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","diagnostics","Diagnostics","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","metrics","Metrics","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","screenshot-thumbnails","Screenshot Thumbnails","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","final-screenshot","Final Screenshot","informative","-1"
"https://tlcdemosite.netlify.app/projects/","https://tlcdemosite.netlify.app/projects/","Performance","script-treemap-data","Script Treemap Data","informative","-1"
