requestedUrl,finalUrl,category,name,title,type,score
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","performance-score","Overall Performance Category Score","numeric","0.99"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","first-contentful-paint","First Contentful Paint","numeric","0.99"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","interactive","Time to Interactive","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","speed-index","Speed Index","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","total-blocking-time","Total Blocking Time","numeric","0.98"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","largest-contentful-paint","Largest Contentful Paint","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","cumulative-layout-shift","Cumulative Layout Shift","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","max-potential-fid","Max Potential First Input Delay","numeric","0.95"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","first-meaningful-paint","First Meaningful Paint","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","render-blocking-resources","Eliminate render-blocking resources","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","uses-responsive-images","Properly size images","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","offscreen-images","Defer offscreen images","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","unminified-css","Minify CSS","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","unminified-javascript","Minify JavaScript","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","unused-css-rules","Reduce unused CSS","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","unused-javascript","Reduce unused JavaScript","numeric","0.48"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","uses-optimized-images","Efficiently encode images","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","modern-image-formats","Serve images in next-gen formats","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","uses-text-compression","Enable text compression","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","uses-rel-preconnect","Preconnect to required origins","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","server-response-time","Initial server response time was short","binary","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","redirects","Avoid multiple page redirects","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","uses-rel-preload","Preload key requests","notApplicable","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","uses-http2","Use HTTP/2","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","efficient-animated-content","Use video formats for animated content","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","duplicated-javascript","Remove duplicate modules in JavaScript bundles","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","legacy-javascript","Avoid serving legacy JavaScript to modern browsers","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","preload-lcp-image","Preload Largest Contentful Paint image","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","total-byte-weight","Avoids enormous network payloads","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","uses-long-cache-ttl","Uses efficient cache policy on static assets","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","dom-size","Avoids an excessive DOM size","numeric","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","critical-request-chains","Avoid chaining critical requests","informative","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","user-timings","User Timing marks and measures","notApplicable","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","bootup-time","JavaScript execution time","numeric","0.97"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","mainthread-work-breakdown","Minimizes main-thread work","numeric","0.96"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","font-display","All text remains visible during webfont loads","binary","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","resource-summary","Keep request counts low and transfer sizes small","informative","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","third-party-summary","Minimize third-party usage","binary","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","third-party-facades","Lazy load third-party resources with facades","notApplicable","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","largest-contentful-paint-element","Largest Contentful Paint element","informative","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","lcp-lazy-loaded","Largest Contentful Paint image was not lazily loaded","binary","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","layout-shift-elements","Avoid large layout shifts","notApplicable","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","uses-passive-event-listeners","Uses passive listeners to improve scrolling performance","binary","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","no-document-write","Avoids `document.write()`","binary","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","long-tasks","Avoid long main-thread tasks","informative","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","non-composited-animations","Avoid non-composited animations","notApplicable","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","unsized-images","Image elements have explicit `width` and `height`","binary","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","no-unload-listeners","Avoids `unload` event listeners","binary","1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","performance-budget","Performance budget","notApplicable","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","timing-budget","Timing budget","notApplicable","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","network-requests","Network Requests","informative","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","network-rtt","Network Round Trip Times","informative","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","network-server-latency","Server Backend Latencies","informative","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","main-thread-tasks","Tasks","informative","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","diagnostics","Diagnostics","informative","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","metrics","Metrics","informative","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","screenshot-thumbnails","Screenshot Thumbnails","informative","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","final-screenshot","Final Screenshot","informative","-1"
"https://tlcdemosite.netlify.app/contact/","https://tlcdemosite.netlify.app/contact/","Performance","script-treemap-data","Script Treemap Data","informative","-1"
